id,name,height,date_of_birth,known_for_movies
nm0006963,"Hugo Heinen",NULL,1944-03-07,NULL
nm0006969,"Elizabeth Banks",164,1974-02-10,NULL
nm0007023,"José Luis López Vázquez",NULL,1922-03-11,NULL
nm0007045,"Scott Wiper",191,1970-07-22,NULL
nm0007063,"James Anthony Cotton",NULL,1956-07-24,NULL
nm0007066,"Nanouk Leopold",NULL,1968-07-25,NULL
nm0007069,"Pierre Richard",178,1934-08-16,NULL
nm0007097,"Eric Abrahamson",NULL,NULL,NULL
nm0007102,Tabu,169,1970-11-04,tt8108198
nm0007107,"Urmila Matondkar",156,1974-02-04,tt0352314
nm0007123,Mammootty,178,1951-09-07,NULL
nm0007131,"Subhash Ghai",NULL,1945-01-24,NULL
nm0007139,"Hark Tsui",175,1950-02-15,NULL
nm0007147,"Dev Anand",170,1923-09-26,NULL
nm0007154,"Stephen Marcus",193,1962-06-18,tt6962204
nm0007182,"Alex Cox",NULL,1954-12-15,NULL
nm0007187,"Subba Rao B.A.",NULL,1905-03-29,NULL
nm0007193,"Richie Keen",NULL,NULL,tt3401882
nm0007197,"Fabiana Udenio",170,1964-12-21,NULL
nm0007228,"Fardeen Khan",173,1972-03-08,NULL
nm0007491,"Bonnie Aarons",170,NULL,NULL
nm0007622,"Sou Abadi",NULL,1968-06-18,tt5636222
nm0007723,"Tamari Abashidze",NULL,NULL,NULL
nm0007731,"Aladdin Abbasov",NULL,1922-05-05,NULL
nm0007746,"Diego Abatantuono",183,1955-05-20,NULL
nm0007814,"Hiam Abbass",NULL,1960-11-30,tt1856101
nm0008084,"Carol Abboud",NULL,NULL,tt7385556
nm0008107,"Catarina Abdalla",NULL,1959-07-13,NULL
nm0008143,"Mohamed Abdel Rahman",NULL,NULL,NULL
nm0008193,"Nadia Abdelouafi",NULL,1978-03-21,tt8974368
nm0008206,"Akbar Abdi",NULL,1905-05-11,NULL
nm0008243,"Rustem Abdrashev",NULL,NULL,tt9011132
nm0008332,"Aktan Arym Kubat",NULL,1905-05-10,tt5612426
nm0008346,"Hiroshi Abe",189,1964-06-22,NULL
nm0008369,"Sadao Abe",NULL,1970-04-23,NULL
nm0008441,"David Abel",NULL,1883-12-15,NULL
nm0008506,"Lionel Abelanski",NULL,1964-10-22,NULL
nm0008543,"Tim Abell",178,1958-07-01,NULL
nm0008690,"Damitha Abeyratne",NULL,NULL,NULL
nm0008692,"Tissa Abeysekera",NULL,NULL,NULL
nm0008809,"Sheri Able",NULL,NULL,NULL
nm0008870,"Yussuf Abu-Warda",NULL,1953-08-19,NULL
nm0009161,"Barry Abrams",NULL,1944-03-07,NULL
nm0009222,"Peter Abrams",NULL,NULL,NULL
nm0009252,"Roy Abramsohn",NULL,NULL,"tt7668870,tt6215044"
nm0009334,"Cláudia Abreu",164,1970-10-12,NULL
nm0009372,"Andrei Abrikosov",NULL,1906-11-14,NULL
